DATE,Accommodation,Accommodation and Food Services,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Air Transportation,"Architectural, Engineering, and Related Services",Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities,Average Hourly Earnings of All Employees Goods Producing,Average Hourly Earnings of All Employees Leisure and Hospitality,Average Hourly Earnings of All Employees Manufacturing,Average Hourly Earnings of All Employees Other Services,Average Hourly Earnings of All Employees Professional and Business Services,Average Hourly Earnings of All Employees Total Private,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Earnings of All Employees Construction,Average Weekly Earnings of All Employees Education and Health Services,Average Weekly Earnings of All Employees Financial Activities,Average Weekly Earnings of All Employees Leisure and Hospitality,Average Weekly Earnings of All Employees Manufacturing,Average Weekly Earnings of All Employees Other Services,Average Weekly Earnings of All Employees Private Service Providing,Average Weekly Earnings of All Employees Professional and Business Services,Average Weekly Earnings of All Employees Total Private,"Average Weekly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of All Employees Construction,Average Weekly Hours of All Employees Education and Health Services,Average Weekly Hours of All Employees Financial Activities,Average Weekly Hours of All Employees Goods Producing,Average Weekly Hours of All Employees Leisure and Hospitality,Average Weekly Hours of All Employees Manufacturing,Average Weekly Hours of All Employees Other Services,Average Weekly Hours of All Employees Private Service Providing,Average Weekly Hours of All Employees Professional and Business Services,Average Weekly Hours of All Employees Total Private,"Average Weekly Hours of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of Production Employees Manufacturing,Business Support Services,Construction,Couriers and Messengers,Education and Health Services,Educational Services,Federal Government,Financial Activities,Food Services and Drinking Places,Goods Producing ,Government,Health Care and Social Assistance,Information ,Investigation and Security Services,Legal Services ,Leisure and Hospitality,Local Government ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services",Manufacturing,Mining and Logging,"Mining, Logging, and Construction ",New Private Housing Units Authorized by Building Permits,Other Services,Personal and Laundry Services,Private Service Providing,Professional and Business Services,"Professional, Scientific and Tech Services",Real Estate Leasing and rental Services,Real Estate,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Retail Trade,Service-Providing,Services to Buildings and Dwellings,Social Assistance,State Government,Support Activities for Transportation,Total Nonfarm,Total Private,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Unemployment Rate,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Water Transportation,Wholesale Trade
01-07-2002,157.7,685.2,46.9,502.2,486.2,37.6,72.1,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,71.9,500.3,28.4,864.4,77.7,120.8,485.7,527.5,932.3,964,786.7,173.3,66.3,81.4,864.1,643.3,70.1,42,424.8,7.2,507.5,16840,306.3,76.9,5123.9,945,372.7,155.3,106,152.7,923,6087.9,128.1,92.7,199.9,44.3,7020.2,6056.2,216.2,31.9,45.8,6,27.7,23.9,16,11.5,318.2
01-08-2002,156.3,689.6,46.9,496.3,480,37.4,72.7,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,71.2,506.9,27.5,873.8,82.9,121.5,487,533.3,939.3,1048.2,790.9,172.7,66.6,81.8,866.5,725,69.9,42.6,425.2,7.2,514.1,16602,307.3,77.2,5139,940.4,374.2,155.8,106.2,152.1,928.5,6187.2,126.6,94.4,201.7,44.3,7126.5,6078.3,215.9,31.5,45.9,5.9,27.8,24,16.3,11.4,319.1
01-09-2002,154.1,685.5,47.1,497.7,481.2,36.9,72.7,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,71.3,507.6,27.3,882.1,88.1,122.6,485.7,531.4,938.7,1056.6,794,171.8,65.9,81.6,860.8,727.2,70.1,42.6,424,7.1,514.7,12896,307.6,77.2,5142,941.8,374,154.6,105.5,152.6,929.3,6198.6,126.9,95.3,206.8,44.4,7137.3,6080.7,215.1,31.6,45.8,5.6,28,23.9,16.5,11.3,319.8
01-10-2002,152.8,684.2,48.2,497,480.6,36.4,72.4,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,71.3,513.5,28.6,888.4,92,124.7,486.7,531.4,942.5,1062,796.4,171.2,66.4,82.8,860.4,725.8,71,44,422,7,520.5,17068,310.4,77.6,5162.7,946.3,378.3,155.1,105.9,155.3,935.6,6224.7,126.7,96,211.5,43.5,7167.2,6105.2,215.2,31.6,45.4,5.3,27.6,24.1,16.4,11.6,320.9
01-11-2002,154.1,693.8,48.5,507.5,490.9,36.1,72.9,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,72.5,516.1,28.4,894.5,93.2,125.3,489.5,539.7,945.6,1064.8,801.3,171.8,65.9,83.4,872.6,724.4,71.6,44.3,422.5,7,523.1,13028,312.8,78.1,5225.7,958.3,379.2,155.6,106.2,157,959.6,6290.5,129.2,97,215.1,43.8,7236.1,6171.3,216.4,32.2,46.1,5.4,27.4,24,16.6,11.6,322.8
01-12-2002,155.7,701.3,52.5,508,491.3,35.7,73.2,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,72.6,516.8,31.7,898.8,94.1,128.3,491.9,545.6,946.4,1067.5,804.7,172.4,66.3,84.4,882.1,726.7,72.1,44.9,422.6,7,523.8,13952,313.9,78.4,5279.4,965.2,385.1,156.6,107.1,158.5,983,6346.9,129.3,97.2,212.5,44.1,7293.3,6225.8,219.8,32.2,46.3,5.2,27.6,24.1,16.7,11.5,324.7
01-01-2003,155.6,695.2,60.1,493.8,477.4,35.6,72.6,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,70.9,507.6,28,890.3,90.6,126.7,486.1,539.6,932.4,1052.7,799.7,168.7,64.7,82.4,873.6,719.1,71,43,417.7,7.1,514.7,14836,312.9,77.4,5174.5,947,382.2,154.9,106.3,159.8,936.3,6227.2,126,96.5,206.9,42.9,7159.6,6106.9,212.9,31.4,45.2,5.5,26.8,23.8,16.4,11.8,319.9
01-02-2003,159.4,708.9,61.9,508.1,491.5,35.2,72.7,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,72.6,512,27.9,900.6,93.7,126,487.9,549.5,936,1063.5,806.9,169,65,82.9,888.6,725.1,70.2,43.4,417,7,519,15080,315.8,77.8,5215.5,965.3,387,155.3,106.6,161.8,928.9,6279,129.4,97.8,212.4,43,7215,6151.5,211.9,32.2,44.7,5.2,26.7,23.8,16.6,11.8,320.8
01-03-2003,162.2,723.4,61,522.6,506,34.6,73.1,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,74.3,515.4,28.1,906.4,94.7,125.9,489.9,561.2,939.2,1067.1,811.7,169.4,64.5,83.6,906.6,727.4,70.7,44,416.8,7,522.4,15644,318.8,78.4,5264,982.1,388.8,156.6,107.8,163.5,930.8,6331.1,132.8,98.5,213.8,43.4,7270.3,6203.2,211.9,33.1,44.9,5,26.8,23.7,16.6,11.6,321.3
01-04-2003,160.5,718.9,57.6,521.5,504.7,34.2,73.2,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,74.2,513.3,28.2,905.3,95,126.5,491.9,558.4,931.7,1065.6,810.3,167.1,64.2,84,900,725.3,70.1,44.4,411.5,6.9,520.2,16885,317.7,78.1,5247.7,979.5,387.9,156.8,107.8,162.4,926.5,6313.3,132.5,98.7,213.8,43.6,7245,6179.4,212.5,33,44.9,4.9,26.4,24.5,16.8,11.8,320.8
01-05-2003,159.4,716.9,48.7,517.9,501,33.7,74,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,73.7,519.1,28.1,908.7,94.7,126.5,493.8,557.5,937.2,1072,814,168.1,64,84.7,894.8,728,71,44.9,411,7.1,526.2,19376,317.9,78,5240.1,970.2,381.3,157.2,108.2,162.4,928.3,6312.1,131.6,99.6,217.5,42.9,7249.3,6177.3,211.4,32.8,44.9,5.1,26,24.9,16.9,11.8,320.9
01-06-2003,159.6,715.6,50.2,510.4,493.5,33.3,74.7,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,72.8,524.2,28.2,906.8,91.7,126.6,496.5,556,941.9,993.9,815.1,167.7,63.4,86,892.5,665.1,71.5,44.9,410.6,7.1,531.3,17865,318.7,77.8,5231.3,966.7,384.8,158.3,109.1,163.6,926.5,6225.2,129.8,99,202.2,42.8,7167.1,6173.2,209.4,32.4,45,5.8,25.9,24.7,16.9,11.3,320.6
01-07-2003,157.9,704,46.8,495.9,479.3,32.7,74.6,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,71.1,524,29.3,899.8,86.4,126.6,497.8,546.1,935.9,981,813.4,167.5,62.8,86.4,878.8,651.4,71.8,44.3,404.8,7.1,531.1,17206,312.7,76.4,5182.5,947.9,380.2,157.9,109.2,159.8,923.2,6163.5,126.4,97.9,203,42.5,7099.4,6118.4,208.6,31.5,44.3,5.7,25.9,24.3,16.6,11.5,320.3
01-08-2003,156.5,707.3,46.6,497.6,481.2,32.5,75.1,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,71.3,529.2,28.5,908.6,90.6,126.1,500.1,550.8,942,1057,818,167.5,63,86.6,879.5,728.4,72.2,44.6,405.6,7.2,536.4,18739,311.1,76.5,5201.1,950.8,381,158.4,109.6,158,927.3,6258.1,126.9,99.3,202.5,43,7200.1,6143.1,209.2,31.6,44.7,5.6,25.9,24.4,16.4,11.5,321.1
01-09-2003,154.5,706.3,46.9,497.5,481,32,75.5,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,71.3,531.5,28.5,918.5,97.1,125.7,499.6,551.8,944.9,1062.9,821.4,166.5,62.7,86.5,877.4,730,72.2,44.6,406.2,7.2,538.7,16349,311.8,77.1,5212.6,950.9,381.2,157.8,109.8,157.6,930.7,6275.5,126.8,100.2,207.2,43.2,7220.4,6157.5,209.5,31.6,45,5.4,25.6,24.5,16.5,11.6,322.1
01-10-2003,154.6,704.6,46.8,511.1,494.6,31.9,75.5,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,72.9,534.2,29.3,921.2,99.9,125.9,500.5,550,946.8,1071,821.3,166.3,63,87,878.7,730.5,72.7,46.5,405.4,7.2,541.4,19682,310.6,76.4,5247.8,968.9,385.1,159.1,110.2,158,943.6,6318.8,130.1,100.3,214.6,43.6,7265.6,6194.6,210.1,32.4,44.6,4.9,25.3,24.8,16.5,11.8,322.6
01-11-2003,156.4,715.9,49,510.1,493.7,32,75.6,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,72.8,535.6,29.2,923.8,100.7,126,500.5,559.5,947.5,1073.8,823.1,167,63.2,86.6,892.2,734.3,73.8,45.9,404.7,7.2,542.8,13293,310.5,76.8,5292.1,969.6,385.7,159.2,110.2,157.9,968.4,6365.9,129.9,101.3,213.5,44,7313.4,6239.6,210.8,32.4,44.8,4.9,25.2,24.9,16.4,11.8,324.1
01-12-2003,157.8,725.8,52.5,507.5,491.2,32.2,76.4,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,72.5,541.5,31.7,929.2,101.2,127,505.1,568,955.3,1075.7,828,167.7,63.3,88.1,905.2,735.4,74.2,47.1,406.6,7.2,548.7,18626,313.1,78.1,5354.5,975.4,393.7,161.5,112,158.7,991.4,6430.2,129.3,101.8,213.3,44.9,7385.5,6309.8,215,32.2,45.1,4.5,25.2,24.9,16.3,12,327.2
01-01-2004,158.2,728.4,58.7,501.8,485.1,31.7,76.2,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,71.8,540.7,28,922.7,100.8,125.3,500.7,570.2,953.1,1064.6,821.9,164.5,62.5,86.1,907.9,732.8,73.8,45.5,405.2,7.2,547.9,17131,315.6,77.9,5297.2,969.7,394.1,160,110.8,161.4,953.4,6361.8,127.8,101.6,206.5,44.4,7314.9,6250.3,211.8,31.9,45.6,4.9,25,24.7,16.7,12.2,325.9
01-02-2004,161.7,745.2,61,517,500.1,31.8,76.8,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,73.6,548.2,28,930.8,102.9,125.1,503.7,583.5,962.7,1077.8,827.9,163.9,63.3,86.5,926.7,740,73.6,46.1,407.3,7.2,555.4,19452,318.1,77.8,5346.3,989.3,398.7,161.7,112,163.9,948,6424.1,131.4,102.8,212.7,44.8,7386.8,6309,212.7,32.8,45.8,4.6,24.8,24.5,16.9,12.5,328.3
01-03-2004,164.2,760.2,59.5,530.9,513.9,31.8,77.7,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,75.3,557.1,28.1,935,103.7,125,507.1,596,974.2,1080.6,831.3,165,63.1,87.1,945.3,741.8,74.5,46.9,409.9,7.2,564.3,19876,319.2,78.8,5398,1005.8,400.4,163.8,113.5,162.8,952.2,6478.6,134.7,103.5,213.8,45.2,7452.8,6372.2,213.5,33.6,46.1,4.7,24.9,24.5,17,12.1,330
01-04-2004,165.4,758.3,58.8,546.3,529.5,31.3,79,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,77.1,561.9,28.5,937.9,104,125.6,511.4,592.9,980.2,1079.5,833.9,163.8,62.6,87.7,945.2,738.9,74.8,47.6,411.1,7.2,569.1,21360,320.7,78.1,5429.4,1025.2,404.1,165.7,115.4,165.3,955.1,6508.9,138.5,104.1,215,45.7,7489.1,6409.6,214.6,34.5,46.3,4.3,24.7,24.7,16.8,12.2,330.8
01-05-2004,163.5,753.9,50.3,549.4,532,30.8,80.1,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,77.4,565.2,28.5,940.6,103.6,125.6,512.7,590.4,984.7,1079.5,837,164.5,62.4,88.3,938.1,741.6,74.7,48.1,412.4,7.1,572.3,22240,321.9,78.3,5429.3,1023.4,399.3,166.3,116.3,166.2,957.5,6508.8,139.1,105.2,212.3,45.3,7493.5,6414,213.9,34.7,46.4,4.4,24.4,25,17.4,12.1,332.3
01-06-2004,164.2,749.9,50,551.7,534.2,30.9,81.2,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,77.7,572.4,28.6,936.6,100.8,126.1,514.7,585.7,992.7,1003.5,835.8,164.9,62.6,89.4,933.5,677.5,74.9,48.6,413.2,7.1,579.5,22621,325,78.5,5429.8,1028.7,402.1,167.2,117.2,168.8,956.1,6433.3,139.6,104.3,199.9,45.1,7426,6422.5,213.4,34.8,46.9,5,24,25,17.5,12.1,332.9
01-07-2004,162.9,739,47.8,546.9,529.4,31.3,81.6,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,77.1,576.9,28.6,928.6,96.2,126.9,517,576.1,995.6,992.2,832.4,163.8,62.6,89.6,920.9,663.6,75.2,47.9,411.6,7.1,584,22554,322.1,77.2,5399.6,1022.2,400.1,168,118.7,168.3,954.7,6391.8,138.4,102.1,201.7,45.3,7387.4,6395.2,214.6,34.5,47,5,23.9,26,17.5,12.2,331.8
01-08-2004,162,739.3,47.9,546.6,529.1,31.3,81.3,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,77.1,579.6,28.7,934,99.5,127.1,517.8,577.3,998.6,1071.5,834.5,163.9,62.5,89.4,917.8,741.9,75.4,48.3,411.9,7.1,586.7,20028,321.4,77.6,5404.9,1023.3,401.3,168.3,119.4,167.6,953.8,6476.4,138.4,103,202.5,45.5,7475,6403.5,216.6,34.5,47,4.8,23.9,26.2,17.5,12.3,332.4
01-09-2004,158,728,47.6,543.3,525.8,31.3,82,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,76.7,580.4,28.7,935.4,104,127.6,516,570,997.9,1076.1,831.4,162.7,62.2,88.7,903.6,743.7,75.1,48.1,410.4,7.1,587.5,17595,320.7,76.5,5378.7,1019.4,401,166.8,118.5,167.9,948.8,6454.8,137.6,103,204.8,45.3,7452.7,6376.6,216.4,34.3,46.8,4.7,23.9,26.4,17.5,12.2,331.8
01-10-2004,158.1,732.4,47.9,558.3,540.7,31.4,84,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,78.5,590.5,28.8,942.8,107.7,128.3,520.8,574.3,1007.5,1083.9,835.1,163.7,63,89.7,912.4,746.7,75.4,51.4,410,7,597.5,22739,319.7,76.8,5445.3,1042.9,409.2,168.6,119.9,165.6,964.7,6529.2,141.2,102.6,208.9,46.5,7536.7,6452.8,219.5,35.2,48,4.6,23.8,26.7,17.6,12.4,335
01-11-2004,159.3,744.9,51.2,567.9,550.2,31.9,84,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,79.6,597.1,28.8,948.7,108.7,128.8,522.8,585.6,1015.6,1091.9,840,165,63,89.8,929.2,753.7,76.1,52.2,411.4,7.1,604.2,17477,322.8,77.4,5531,1059.5,415.5,169.8,121.1,167.3,998.5,6622.9,143.4,104.3,209.4,47.3,7638.5,6546.6,222.5,35.8,48.7,4.4,23.9,27,17.7,12.7,338.1
01-12-2004,161,755.8,54.4,577.3,559.5,31.9,84,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,80.7,603.7,32,951.7,108.6,130,527.8,594.8,1024.4,1093.3,843.1,165.6,63.3,90.9,941.7,753,76.2,53.9,413.6,7.1,610.8,18974,323,78.4,5600.4,1076.3,422.8,172.1,123.4,166.5,1022,6693.7,145.7,104.8,210.3,48.1,7718.1,6624.8,228,36.3,49.5,4.2,23.8,27.4,17.8,12.7,340.5
01-01-2005,160,746.4,60.3,564.5,546.9,31.7,82.8,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,79.2,597.3,29.1,942.7,108.2,128.7,522.3,586.4,1013.8,1081.1,834.5,163.3,63,88.4,931.7,747.1,75.5,51.9,409.4,7.1,604.4,20519,323.2,78.5,5508.5,1059.2,419.2,168.7,120.7,167,982.5,6589.6,142.6,104,205.3,46.6,7603.4,6522.3,221.3,35.6,48.2,4.3,24.1,27.1,17.6,12.4,338.2
01-02-2005,163.1,763.5,63,578.9,561,31.5,83.5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,80.9,605.8,29.6,951.5,110.3,128.1,526.2,600.4,1024.5,1093.5,841.2,164.1,63.2,89.1,951.2,754.9,76,53,411.6,7.1,612.9,20176,325.5,78.9,5568.3,1080.6,425.7,170.2,121.9,168.3,982.2,6661.8,146,105.6,210.5,46.8,7686.3,6592.8,222.4,36.4,48.5,4.1,24.1,27.1,17.9,12.5,340.5
01-03-2005,164.9,776.9,60.6,586.6,568.6,31.5,83.8,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,81.8,612.3,30.3,954.6,112,128.1,528.1,612,1032.5,1095.8,842.6,164.3,63.7,89.6,967.6,755.9,75.8,53.4,413.1,7.1,619.4,25177,326.6,79.1,5604.6,1087.4,425,171.6,123.2,169,987,6700.4,147.9,105.6,211.8,46.7,7732.9,6637.1,223.4,36.9,48.9,3.8,24.3,27.2,18,12.2,341.3
01-04-2005,165.1,778.7,60.9,588.4,570,31.2,85.7,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,82,621.9,30,959.3,112,128.5,533.6,613.6,1043.4,1095.5,847.3,163.5,63.9,90.8,969,756.2,76.8,55.1,414.3,7.2,629.1,25394,327.6,80.1,5636.7,1097,431.8,174.7,125.2,168.4,993.1,6732.2,148.2,106.3,210.8,47.2,7775.6,6680.1,225,36.9,49.7,3.5,24.2,27.5,18.4,12.5,344.4
01-05-2005,164.3,775.5,50.9,594.9,576.4,31.2,86.7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,82.8,629.1,30.1,960.7,110.8,128.5,536.3,611.2,1052.2,1098.7,849.9,165.2,63.7,91.4,963.7,757.7,77.1,55.3,415.9,7.2,636.3,22529,328.1,80.3,5642.7,1096.9,424.9,176.3,126.6,168.5,995.2,6741.4,149.7,106.8,212.5,47.8,7793.6,6694.9,226,37.3,50,3.5,24.2,27.7,18.5,12.4,346.4
01-06-2005,163.7,772.5,50,593.8,575.2,30.9,87.9,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,82.6,636.9,30.3,955.3,105.6,128.3,540.2,608.8,1061.6,999.2,849.7,165.3,63.5,92.7,961,672.1,77.6,55.5,417.5,7.2,644.1,26561,328.2,80,5638.8,1098.4,427,178.1,128.3,169.5,995.7,6638,149.4,106,198.8,47.2,7699.6,6700.4,224.2,37.3,50.3,3.9,24.1,27.9,18.6,12.3,346.4
01-07-2005,161.7,756.2,49.8,589.7,570.5,31.3,88.8,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,82.1,643.2,29.7,950.7,100.7,128.7,542.6,594.5,1066.1,1000.7,850,164.9,63.3,93.3,941.5,672.9,78.2,55.6,415.7,7.2,650.4,23529,325.6,79.4,5612.4,1096.1,428.2,178.6,130.2,167.3,996.7,6613.1,148.3,104.9,199.1,46.7,7679.2,6678.5,224.1,37,50.5,3.9,24.1,27.8,19.2,12.5,346.1
01-08-2005,159.9,760.8,50.3,596.9,577.5,30.9,89.2,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,82.9,649.1,29.7,959.8,105.7,128.6,544.3,600.9,1072.9,1083.1,854.1,164.9,63.3,93.4,943.6,756.7,78.6,56,416.6,7.2,656.3,26831,324.8,79.7,5640.1,1106,430.5,179,130.8,165.7,1001.2,6723.2,150,106.5,197.8,46.7,7796.1,6713,224.5,37.4,50.5,3.7,24.1,27.8,19.4,12.4,346.9
01-09-2005,158.2,758.1,51.5,602.5,582.7,30.7,90,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,83.5,656.8,30,967.5,110.2,129.3,545.5,599.9,1081.5,1097.9,857.3,165.4,63,93.6,940.7,758.5,78.7,56.4,417.7,7,663.8,26167,326.6,80.6,5661.6,1115.3,434.1,178.7,130.9,166.1,1002.5,6759.5,151.2,107.2,210.1,47.5,7841,6743.1,225.9,37.7,50.6,3.7,24.1,28.1,19.8,12.5,348.1
01-10-2005,157.4,753.2,50.5,592.5,572.9,30.2,90.2,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,82.3,659,30.3,969.4,111.6,129.3,548.5,595.8,1082.6,1108.1,857.8,164,64.1,93.9,936.3,764.9,79,58.1,416.8,6.8,665.8,20480,323.1,80.2,5657.1,1107.7,436.2,179.9,132.1,163.8,1009.9,6765.2,148.9,106.3,213.9,47.4,7847.8,6739.7,225.5,37.1,50.1,3.4,24.3,28.5,19.6,12.6,348.4
01-11-2005,158.5,762.5,52.3,600.7,581,30.5,91.5,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,83.3,665.7,31.9,972.8,111.9,129.1,552,604,1089.7,1110.9,860.9,165,64.8,94,949.2,768.3,79.1,59,417.2,6.8,672.5,19308,324.1,81,5721.5,1121.6,441.8,180.6,132.6,163.8,1033.6,6832.4,150.8,106.8,213.5,48.2,7922.1,6811.2,228.9,37.6,50.8,3.5,24.3,28.4,19.7,12.8,350
01-12-2005,159.1,770.5,57.1,602.6,582.6,30.6,92.3,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,83.5,672.3,36.4,978.3,111.8,129.2,558.2,611.4,1098.8,1109.6,866.5,165.4,65.4,94.9,959.3,767.6,79.6,59.8,419.6,6.9,679.2,20176,325.5,81.7,5787.1,1132.1,449.9,183.8,135.4,164.3,1056,6896.7,151.2,107.9,212.8,49,7995.5,6885.9,234.7,37.7,50.9,3,24,28.7,20,12.8,353.6
01-01-2006,157.8,761.5,61.8,589.4,569.8,29.8,91.2,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,82,661.7,30.8,967,110.5,127.6,548.3,603.7,1085.7,1100.3,856.5,161.9,64.6,92,949.1,763,78.4,57.7,417.4,6.6,668.3,21067,321.1,79.9,5677.4,1111.5,443.7,179.3,131.1,162.4,1017.3,6777.7,148.1,106.9,209.7,49.2,7863.4,6763.1,227.9,36.9,50.1,3.1,24,28.8,19.6,12.8,349.3
01-02-2006,160.6,778.3,64.4,598,578.2,29.9,91.9,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,83,673.4,30.3,975.4,112.9,127.3,552.5,617.7,1099.2,1110.9,862.5,162.7,64.9,92.5,968.4,769.8,78.6,58.9,419.2,6.6,680,22281,324.7,81,5727.9,1126.6,450,181.1,132.4,164.2,1013.5,6838.8,150.2,108.4,213.8,49.5,7938,6827.1,228,37.4,50.2,3.1,24.1,29,19.8,12.8,352
01-03-2006,162.7,793.3,63.5,615.2,595.4,30.1,92.4,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,85,684.3,30.6,982,115.5,127,556,630.6,1111.6,1114.7,866.5,162.9,65.5,93.1,987.6,771.8,79.2,60,420.6,6.7,691,25024,328,81.6,5792.2,1146.7,452.3,182.6,133.4,165.7,1021.3,6906.9,154.3,109.2,215.9,49.6,8018.5,6903.8,229.3,38.5,50.7,2.9,24.4,29.1,19.8,12.7,354
01-04-2006,162,785.4,61.3,612,592.3,30.3,93,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,84.7,685.1,30.3,982.2,114,127.2,556.7,623.4,1110.2,1111.4,868.2,162.6,65.6,93,980.4,769.9,78.5,60.5,418.4,6.7,691.8,19498,326.8,81.2,5777.2,1143.3,452.8,183.5,134.5,165.4,1017,6888.6,153.5,109.1,214.3,49.4,7998.8,6887.4,229.1,38.3,50.5,2.8,24.2,29.4,19.7,12.6,354.9
01-05-2006,160.7,784.7,53,623,602.9,30.5,93.9,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,85.9,690.9,30.5,986.1,113.8,127.3,558.7,624,1117.3,1107.9,872.3,163.7,65.5,93.4,976.1,772.6,78.6,61.5,419.7,6.7,697.6,19734,328.9,81.5,5791.2,1149.7,448.1,184,134.7,166.9,1017.9,6899.1,156.1,110.2,208,49.1,8016.4,6908.5,229.4,38.9,50.6,3,24.1,29.5,20.1,12.5,356.6
01-06-2006,161.3,781,53,625.2,604.6,30.5,95,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,86.1,696.1,30.7,983.5,109.2,127.7,560.2,619.7,1123.6,1014.1,874.3,164.4,64.5,94.4,971.9,685.4,79.1,61.8,420.7,6.8,702.9,18305,331.8,81.5,5794.1,1156.4,452.1,184.7,135.6,169.8,1016.3,6808.2,156.5,110,201,49,7931.8,6917.7,228.5,39,51,3.4,24,29.5,20.6,12.4,357.1
01-07-2006,158,765.2,49.8,616.7,596.3,30.4,94.9,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,85.2,687.9,30.1,974.5,104.3,127.9,556.9,607.2,1110.2,1014.8,870.2,164.1,64.4,93.5,952.9,686.2,79.3,61.6,415.7,6.6,694.5,16206,326.8,80,5733.6,1143.2,447.2,182.7,134.2,167.6,1010.2,6748.4,154.5,107.8,200.7,48.1,7858.6,6843.8,225.8,38.5,50.3,3.6,24,29.7,20.4,12.3,355.2
